k,points,radius,akurasi
0.015,16.0,14.0,72.72727272727273
0.02,16.0,14.0,45.45454545454545
0.005,16.0,15.0,4.545454545454546
0.01,16.0,15.0,86.36363636363636
0.015,16.0,15.0,68.18181818181819
0.02,16.0,15.0,45.45454545454545
0.005,16.0,16.0,9.090909090909092
0.01,16.0,16.0,77.27272727272727
0.015,16.0,16.0,81.81818181818181
0.02,16.0,16.0,50.0
0.005,16.0,17.0,9.090909090909092
0.01,16.0,17.0,77.27272727272727
0.015,16.0,17.0,86.36363636363636
0.02,16.0,17.0,54.54545454545455
0.005,16.0,18.0,9.090909090909092
0.01,16.0,18.0,68.18181818181819
0.015,16.0,18.0,81.81818181818181
0.02,16.0,18.0,59.09090909090909
0.005,16.0,19.0,4.545454545454546
0.01,16.0,19.0,68.18181818181819
0.015,16.0,19.0,90.9090909090909
0.02,16.0,19.0,72.72727272727273
0.005,16.0,20.0,9.090909090909092
0.01,16.0,20.0,72.72727272727273
0.015,16.0,20.0,90.9090909090909
0.02,16.0,20.0,77.27272727272727
0.005,20.0,4.0,54.54545454545455
0.01,20.0,4.0,45.45454545454545
0.015,20.0,4.0,13.636363636363637
0.02,20.0,4.0,9.090909090909092
0.005,20.0,5.0,54.54545454545455
0.01,20.0,5.0,45.45454545454545
0.015,20.0,5.0,27.272727272727273
0.02,20.0,5.0,13.636363636363637
0.005,20.0,6.0,50.0
0.01,20.0,6.0,50.0
0.015,20.0,6.0,27.272727272727273
0.02,20.0,6.0,9.090909090909092
0.005,20.0,7.0,40.90909090909091
0.01,20.0,7.0,45.45454545454545
0.015,20.0,7.0,18.181818181818183
0.02,20.0,7.0,9.090909090909092
0.005,20.0,8.0,22.727272727272727
0.01,20.0,8.0,54.54545454545455
0.015,20.0,8.0,36.36363636363637
0.02,20.0,8.0,36.36363636363637
0.005,20.0,9.0,40.90909090909091
0.01,20.0,9.0,77.27272727272727
0.015,20.0,9.0,45.45454545454545
0.02,20.0,9.0,22.727272727272727
0.005,20.0,10.0,27.272727272727273
0.01,20.0,10.0,72.72727272727273
0.015,20.0,10.0,40.90909090909091
0.02,20.0,10.0,40.90909090909091
0.005,20.0,11.0,18.181818181818183
0.01,20.0,11.0,68.18181818181819
0.015,20.0,11.0,50.0
0.02,20.0,11.0,31.818181818181817
0.005,20.0,12.0,27.272727272727273
0.01,20.0,12.0,68.18181818181819
0.015,20.0,12.0,50.0
0.02,20.0,12.0,36.36363636363637
0.005,20.0,13.0,4.545454545454546
0.01,20.0,13.0,77.27272727272727
0.015,20.0,13.0,63.63636363636363
0.02,20.0,13.0,40.90909090909091
0.005,20.0,14.0,9.090909090909092
0.01,20.0,14.0,77.27272727272727
0.015,20.0,14.0,59.09090909090909
0.02,20.0,14.0,45.45454545454545
0.005,20.0,15.0,13.636363636363637
0.01,20.0,15.0,90.9090909090909
0.015,20.0,15.0,72.72727272727273
0.02,20.0,15.0,45.45454545454545
0.005,20.0,16.0,4.545454545454546
0.01,20.0,16.0,86.36363636363636
0.015,20.0,16.0,77.27272727272727
0.02,20.0,16.0,45.45454545454545
0.005,20.0,17.0,9.090909090909092
0.01,20.0,17.0,77.27272727272727
0.015,20.0,17.0,77.27272727272727
0.02,20.0,17.0,40.90909090909091
0.005,20.0,18.0,4.545454545454546
0.01,20.0,18.0,72.72727272727273
0.015,20.0,18.0,77.27272727272727
0.02,20.0,18.0,45.45454545454545
0.005,20.0,19.0,4.545454545454546
0.01,20.0,19.0,77.27272727272727
0.015,20.0,19.0,86.36363636363636
0.02,20.0,19.0,63.63636363636363
0.005,20.0,20.0,0.0
0.01,20.0,20.0,72.72727272727273
0.015,20.0,20.0,86.36363636363636
0.02,20.0,20.0,45.45454545454545
0.005,24.0,4.0,68.18181818181819
0.01,24.0,4.0,27.272727272727273
0.015,24.0,4.0,18.181818181818183
0.02,24.0,4.0,18.181818181818183
0.005,24.0,5.0,54.54545454545455
0.01,24.0,5.0,45.45454545454545
0.015,24.0,5.0,27.272727272727273
0.02,24.0,5.0,9.090909090909092
0.005,24.0,6.0,59.09090909090909
0.01,24.0,6.0,40.90909090909091
0.015,24.0,6.0,27.272727272727273
0.02,24.0,6.0,13.636363636363637
0.005,24.0,7.0,54.54545454545455
0.01,24.0,7.0,40.90909090909091
0.015,24.0,7.0,31.818181818181817
0.02,24.0,7.0,13.636363636363637
0.005,24.0,8.0,36.36363636363637
0.01,24.0,8.0,45.45454545454545
0.015,24.0,8.0,31.818181818181817
0.02,24.0,8.0,27.272727272727273
0.005,24.0,9.0,31.818181818181817
0.01,24.0,9.0,63.63636363636363
0.015,24.0,9.0,50.0
0.02,24.0,9.0,22.727272727272727
0.005,24.0,10.0,36.36363636363637
0.01,24.0,10.0,72.72727272727273
0.015,24.0,10.0,45.45454545454545
0.02,24.0,10.0,27.272727272727273
0.005,24.0,11.0,40.90909090909091
0.01,24.0,11.0,68.18181818181819
0.015,24.0,11.0,40.90909090909091
0.02,24.0,11.0,27.272727272727273
0.005,24.0,12.0,27.272727272727273
0.01,24.0,12.0,77.27272727272727
0.015,24.0,12.0,50.0
0.02,24.0,12.0,36.36363636363637
0.005,24.0,13.0,4.545454545454546
0.01,24.0,13.0,77.27272727272727
0.015,24.0,13.0,59.09090909090909
0.02,24.0,13.0,31.818181818181817
0.005,24.0,14.0,22.727272727272727
0.01,24.0,14.0,77.27272727272727
0.015,24.0,14.0,54.54545454545455
0.02,24.0,14.0,40.90909090909091
0.005,24.0,15.0,9.090909090909092
0.01,24.0,15.0,90.9090909090909
0.015,24.0,15.0,63.63636363636363
0.02,24.0,15.0,45.45454545454545
0.005,24.0,16.0,13.636363636363637
0.01,24.0,16.0,77.27272727272727
0.015,24.0,16.0,68.18181818181819
0.02,24.0,16.0,40.90909090909091
0.005,24.0,17.0,4.545454545454546
0.01,24.0,17.0,81.81818181818181
0.015,24.0,17.0,86.36363636363636
0.02,24.0,17.0,50.0
0.005,24.0,18.0,4.545454545454546
0.01,24.0,18.0,77.27272727272727
0.015,24.0,18.0,77.27272727272727
0.02,24.0,18.0,45.45454545454545
0.005,24.0,19.0,0.0
0.01,24.0,19.0,72.72727272727273
0.015,24.0,19.0,86.36363636363636
0.02,24.0,19.0,54.54545454545455
0.005,24.0,20.0,0.0
0.01,24.0,20.0,81.81818181818181
0.015,24.0,20.0,81.81818181818181
