k,points,radius,akurasi
0.015,56.0,17.0,55.0
0.02,56.0,17.0,65.0
0.005,56.0,18.0,0.0
0.01,56.0,18.0,25.0
0.015,56.0,18.0,52.5
0.02,56.0,18.0,62.5
0.005,56.0,19.0,0.0
0.01,56.0,19.0,20.0
0.015,56.0,19.0,57.5
0.02,56.0,19.0,60.0
0.005,56.0,20.0,0.0
0.01,56.0,20.0,20.0
0.015,56.0,20.0,50.0
0.02,56.0,20.0,52.5
0.005,60.0,4.0,0.0
0.01,60.0,4.0,25.0
0.015,60.0,4.0,27.5
0.02,60.0,4.0,15.0
0.005,60.0,5.0,0.0
0.01,60.0,5.0,35.0
0.015,60.0,5.0,27.5
0.02,60.0,5.0,15.0
0.005,60.0,6.0,0.0
0.01,60.0,6.0,30.0
0.015,60.0,6.0,30.0
0.02,60.0,6.0,12.5
0.005,60.0,7.0,0.0
0.01,60.0,7.0,27.5
0.015,60.0,7.0,40.0
0.02,60.0,7.0,22.5
0.005,60.0,8.0,0.0
0.01,60.0,8.0,32.5
0.015,60.0,8.0,42.5
0.02,60.0,8.0,20.0
0.005,60.0,9.0,0.0
0.01,60.0,9.0,30.0
0.015,60.0,9.0,50.0
0.02,60.0,9.0,30.0
0.005,60.0,10.0,0.0
0.01,60.0,10.0,35.0
0.015,60.0,10.0,50.0
0.02,60.0,10.0,22.5
0.005,60.0,11.0,0.0
0.01,60.0,11.0,35.0
0.015,60.0,11.0,57.5
0.02,60.0,11.0,40.0
0.005,60.0,12.0,0.0
0.01,60.0,12.0,22.5
0.015,60.0,12.0,62.5
0.02,60.0,12.0,37.5
0.005,60.0,13.0,0.0
0.01,60.0,13.0,22.5
0.015,60.0,13.0,57.5
0.02,60.0,13.0,50.0
0.005,60.0,14.0,0.0
0.01,60.0,14.0,20.0
0.015,60.0,14.0,65.0
0.02,60.0,14.0,57.5
0.005,60.0,15.0,0.0
0.01,60.0,15.0,25.0
0.015,60.0,15.0,67.5
0.02,60.0,15.0,55.0
0.005,60.0,16.0,0.0
0.01,60.0,16.0,27.5
0.015,60.0,16.0,65.0
0.02,60.0,16.0,67.5
0.005,60.0,17.0,0.0
0.01,60.0,17.0,22.5
0.015,60.0,17.0,60.0
0.02,60.0,17.0,70.0
0.005,60.0,18.0,0.0
0.01,60.0,18.0,20.0
0.015,60.0,18.0,52.5
0.02,60.0,18.0,60.0
0.005,60.0,19.0,0.0
0.01,60.0,19.0,27.5
0.015,60.0,19.0,52.5
0.02,60.0,19.0,70.0
0.005,60.0,20.0,0.0
0.01,60.0,20.0,22.5
0.015,60.0,20.0,50.0
0.02,60.0,20.0,55.0
0.005,64.0,4.0,0.0
0.01,64.0,4.0,35.0
0.015,64.0,4.0,17.5
0.02,64.0,4.0,7.5
0.005,64.0,5.0,0.0
0.01,64.0,5.0,32.5
0.015,64.0,5.0,22.5
0.02,64.0,5.0,7.5
0.005,64.0,6.0,0.0
0.01,64.0,6.0,35.0
0.015,64.0,6.0,37.5
0.02,64.0,6.0,12.5
0.005,64.0,7.0,0.0
0.01,64.0,7.0,42.5
0.015,64.0,7.0,45.0
0.02,64.0,7.0,22.5
0.005,64.0,8.0,0.0
0.01,64.0,8.0,22.5
0.015,64.0,8.0,40.0
0.02,64.0,8.0,15.0
0.005,64.0,9.0,0.0
0.01,64.0,9.0,32.5
0.015,64.0,9.0,50.0
0.02,64.0,9.0,20.0
0.005,64.0,10.0,0.0
0.01,64.0,10.0,30.0
0.015,64.0,10.0,55.0
0.02,64.0,10.0,30.0
0.005,64.0,11.0,0.0
0.01,64.0,11.0,37.5
0.015,64.0,11.0,52.5
0.02,64.0,11.0,27.5
0.005,64.0,12.0,0.0
0.01,64.0,12.0,22.5
0.015,64.0,12.0,65.0
0.02,64.0,12.0,32.5
0.005,64.0,13.0,0.0
0.01,64.0,13.0,30.0
0.015,64.0,13.0,60.0
0.02,64.0,13.0,45.0
0.005,64.0,14.0,0.0
0.01,64.0,14.0,25.0
0.015,64.0,14.0,65.0
0.02,64.0,14.0,50.0
0.005,64.0,15.0,0.0
0.01,64.0,15.0,20.0
0.015,64.0,15.0,65.0
0.02,64.0,15.0,60.0
0.005,64.0,16.0,0.0
0.01,64.0,16.0,22.5
0.015,64.0,16.0,65.0
0.02,64.0,16.0,62.5
0.005,64.0,17.0,0.0
0.01,64.0,17.0,22.5
0.015,64.0,17.0,60.0
0.02,64.0,17.0,65.0
0.005,64.0,18.0,0.0
0.01,64.0,18.0,22.5
0.015,64.0,18.0,60.0
0.02,64.0,18.0,65.0
0.005,64.0,19.0,0.0
0.01,64.0,19.0,15.0
0.015,64.0,19.0,55.0
0.02,64.0,19.0,60.0
0.005,64.0,20.0,0.0
0.01,64.0,20.0,17.5
0.015,64.0,20.0,55.0
0.02,64.0,20.0,62.5
0.005,68.0,4.0,0.0
0.01,68.0,4.0,25.0
0.015,68.0,4.0,30.0
0.02,68.0,4.0,12.5
0.005,68.0,5.0,0.0
0.01,68.0,5.0,42.5
0.015,68.0,5.0,37.5
0.02,68.0,5.0,10.0
0.005,68.0,6.0,0.0
0.01,68.0,6.0,30.0
0.015,68.0,6.0,35.0
0.02,68.0,6.0,12.5
0.005,68.0,7.0,0.0
0.01,68.0,7.0,37.5
0.015,68.0,7.0,42.5
0.02,68.0,7.0,22.5
0.005,68.0,8.0,0.0
0.01,68.0,8.0,25.0
0.015,68.0,8.0,47.5
0.02,68.0,8.0,17.5
0.005,68.0,9.0,0.0
0.01,68.0,9.0,27.5
0.015,68.0,9.0,50.0
0.02,68.0,9.0,25.0
0.005,68.0,10.0,0.0
0.01,68.0,10.0,32.5
0.015,68.0,10.0,45.0
0.02,68.0,10.0,32.5
0.005,68.0,11.0,0.0
0.01,68.0,11.0,32.5
0.015,68.0,11.0,52.5
0.02,68.0,11.0,27.5
0.005,68.0,12.0,0.0
0.01,68.0,12.0,30.0
0.015,68.0,12.0,57.5
0.02,68.0,12.0,35.0
0.005,68.0,13.0,0.0
0.01,68.0,13.0,32.5
0.015,68.0,13.0,57.5
0.02,68.0,13.0,42.5
0.005,68.0,14.0,0.0
0.01,68.0,14.0,27.5
0.015,68.0,14.0,65.0
0.02,68.0,14.0,50.0
0.005,68.0,15.0,0.0
0.01,68.0,15.0,30.0
0.015,68.0,15.0,62.5
0.02,68.0,15.0,52.5
0.005,68.0,16.0,0.0
0.01,68.0,16.0,27.5
0.015,68.0,16.0,75.0
0.02,68.0,16.0,60.0
0.005,68.0,17.0,0.0
0.01,68.0,17.0,15.0
0.015,68.0,17.0,62.5
0.02,68.0,17.0,60.0
0.005,68.0,18.0,0.0
0.01,68.0,18.0,20.0
0.015,68.0,18.0,55.0
0.02,68.0,18.0,60.0
0.005,68.0,19.0,0.0
0.01,68.0,19.0,25.0
0.015,68.0,19.0,52.5
0.02,68.0,19.0,52.5
0.005,68.0,20.0,2.5
0.01,68.0,20.0,17.5
0.015,68.0,20.0,57.5
0.02,68.0,20.0,52.5
